,Rage
13304,0
13305,0
13306,0
13311,0
13323,0
13360,0
13361,0
13364,0
13375,0
13376,0
13387,0
13388,0
13389,0
13390,0
13391,0
13445,0
13447,0
13449,0
13456,0
13467,0
13476,0
13477,0
13479,0
13480,0
13481,0
13506,0
13510,0
13525,0
13576,0
13610,0
13616,0
13617,0
13618,0
13620,0
13622,0
13633,0
13641,0
13645,0
13667,0
13680,0
13696,0
13705,0
13707,0
13708,0
13711,0
13716,0
13736,0
13737,0
13760,0
13784,0
13785,0
13786,0
13787,0
13788,0
13789,0
13828,0
13830,0
13831,0
13842,0
13860,0
13861,0
13867,0
13873,0
13875,0
13900,0
13903,0
14043,0
14327,0
13951,0
13977,0
13979,0
13981,0
13988,0
13990,0
13998,0
14014,0
14024,0
14037,0
14051,0
14053,0
14054,0
14055,0
14068,0
14082,0
14094,0
14122,0
14123,0
14126,0
14133,0
14136,0
14137,0
14141,0
14147,0
14159,0
14181,0
14184,0
14185,0
14188,0
14224,0
14249,0
14250,0
14251,0
14252,0
14253,0
14254,0
14296,0
14297,0
14298,0
14339,0
14343,0
14353,0
14355,0
14357,0
14358,0
14359,0
14383,0
14390,0
14391,0
14415,0
14435,0
14443,0
14444,0
14446,0
14447,0
14453,0
14465,0
14466,0
14468,0
14503,0
14504,0
14505,0
14507,0
14508,0
14509,0
14510,0
14511,0
14512,0
14513,0
14516,0
14532,0
14533,0
14534,0
14535,0
14555,0
14557,0
14580,0
14581,0
14583,0
14601,0
14613,0
14614,0
14615,0
14616,0
14617,0
14618,0
14649,0
14650,0
14651,0
14736,1
14737,1
14751,1
14752,1
14753,1
14754,1
14757,1
14762,1
14771,1
14772,1
14785,1
14798,1
14799,1
14800,1
14803,0
14804,0
14807,1
14853,1
14854,1
14855,1
14868,1
14874,1
14875,1
14883,0
14884,1
14888,1
14891,1
14901,0
14903,1
14927,0
14951,1
14952,0
14957,1
14962,0
14970,1
14982,1
14988,1
14999,1
15009,1
15011,0
15023,0
15053,1
15059,1
15061,1
15062,1
15065,1
15066,1
15097,1
15099,1
15100,1
15112,1
15135,1
15136,1
15137,1
15142,0
15148,0
15149,1
15154,0
15163,1
15169,1
15188,1
15214,0
15215,1
15216,1
15217,0
15218,1
15233,1
15238,1
15240,1
15243,1
15287,1
15298,0
15299,1
15300,1
15302,1
15305,1
15306,1
15342,1
15345,1
15346,1
15374,1
15390,0
15399,1
15400,1
15408,1
15411,1
15418,1
15450,1
15451,0
15452,1
15461,0
15468,1
15470,1
15476,1
15477,1
15478,0
15479,1
15525,0
15526,1
15534,1
15552,1
15556,0
15557,0
15558,0
15562,0
15564,1
15565,0
15615,1
15617,1
15619,1
15642,1
15649,0
15650,0
15652,1
15653,1
15660,1
15663,1
15693,1
15695,1
15696,1
15725,1
15729,1
15730,1
15731,0
15732,1
15738,1
15753,1
15760,1
15762,1
15763,0
15798,1
15811,0
15839,1
15843,1
15860,1
15867,1
15868,1
15870,1
15876,0
15877,1
15880,1
15901,1
15902,0
15903,1
15904,1
15905,1
15906,1
15925,1
15946,0
15949,1
15968,1
15970,0
15976,0
15989,1
15990,1
15992,1
15995,1
16027,1
16028,0
16034,1
16069,1
16070,1
16084,1
16089,0
16096,1
16097,1
16098,0
16130,0
16132,1
16146,1
16157,1
16162,1
16165,1
16168,0
16169,1
16170,0
16184,1
16185,1
16186,1
16195,1
16236,0
16237,0
16238,0
16239,0
16241,1
16242,0
16248,1
16255,0
16256,1
16257,0
16357,0
16361,0
16362,0
16364,0
16365,0
16366,0
16370,0
16371,0
16388,0
16394,0
16401,0
16404,0
16405,0
16408,0
16415,0
16416,0
16436,0
16446,0
16447,0
16451,0
16470,0
16484,0
16485,0
16489,0
16498,0
16499,0
16500,0
16536,0
16538,0
16541,0
16578,0
16579,0
16580,0
16581,0
16588,0
16593,0
16594,0
16595,0
16599,0
16606,0
16633,0
16668,0
16669,0
16670,0
16671,0
16672,0
16676,0
16689,0
16690,0
16693,0
16716,0
16719,0
16720,0
16721,0
16725,0
16726,0
16772,0
16773,0
16774,0
16775,0
16804,0
16805,0
16822,0
16823,0
16824,0
16825,0
16826,0
16829,0
16830,0
16836,0
16852,0
16853,0
16854,0
16855,0
16866,0
16870,0
16871,0
16893,0
16902,0
16905,0
16929,0
16933,0
16934,0
16935,0
16936,0
16937,0
16938,0
16971,0
16989,0
16990,0
17010,0
17011,0
17045,0
17046,0
17048,0
17049,0
17053,0
17064,0
17066,0
17067,0
17086,0
17097,0
17100,0
17106,0
17116,0
17117,0
17131,0
17134,0
17137,0
17151,0
17203,0
17211,0
17212,0
17214,0
17230,0
17231,0
17232,0
17262,0
17273,0
17275,0
17288,0
17306,0
17308,0
17310,0
17318,0
17324,0
17325,0
17327,0
17331,0
17332,0
17359,0
17369,0
17383,0
17386,0
17397,0
17398,0
17399,0
17403,0
17404,0
17423,0
17446,0
17465,0
17466,0
17477,0
17478,0
17480,0
17481,0
17482,0
17485,0
17498,0
17521,0
17524,0
17526,0
17529,0
17530,0
17531,0
17532,0
17533,0
17535,0
17547,0
17548,0
17571,0
17573,0
17576,0
17577,0
17600,0
17611,0
17612,0
17617,0
17850,0
17624,0
17629,0
17644,0
17645,0
17646,0
17652,0
17653,0
17672,0
17675,0
17676,0
17707,0
17721,0
17733,0
17737,0
17740,0
17742,0
17743,0
17751,0
17752,0
17758,0
17854,1
17862,1
17863,1
17864,1
17865,1
17866,0
17869,1
17896,1
17897,1
17898,1
17905,1
17914,1
17915,1
17916,1
17917,0
17918,1
17944,0
17945,0
17948,1
18029,0
17969,1
17991,1
17992,1
17993,1
17994,1
17995,1
18014,1
18015,0
18016,1
18183,1
18036,0
18061,1
18062,0
18063,1
18064,1
18065,0
18066,1
18097,1
18098,0
18099,1
18115,0
18120,1
18125,1
18131,0
18145,1
18147,1
18149,1
18163,1
18164,1
18357,1
18195,0
18222,1
18224,1
18227,1
18228,1
18230,1
18232,1
18256,1
18257,1
18258,1
18276,1
18279,1
18296,1
18298,1
18301,1
18304,1
18315,0
18331,1
18332,0
18333,1
18360,1
18376,1
18386,1
18388,1
18392,1
18400,1
18401,1
18427,1
18429,1
18430,0
18442,1
18455,0
18457,1
18458,0
18459,0
18460,1
18462,1
18481,1
18486,0
18491,1
18527,0
18542,0
18543,1
18545,0
18551,0
18555,1
18559,1
18584,1
18589,1
18590,1
18605,1
18613,0
18622,1
18625,1
18626,1
18627,0
18629,1
18658,1
18662,1
18677,1
18724,1
18739,1
18743,0
18744,1
18745,1
18746,1
18762,1
18771,0
18772,1
18798,1
18824,0
18825,1
18835,1
18836,0
18837,0
18838,1
18857,1
18894,1
18895,0
18896,0
18907,1
18923,0
18928,1
18929,1
18936,1
18937,1
18947,1
18953,1
18963,1
18978,1
18995,1
19039,1
19041,0
19042,1
19043,0
19044,0
19045,0
19047,1
19053,1
19054,1
19058,0
19073,1
19074,1
19076,1
19080,1
19089,1
19090,1
19120,1
19121,0
19122,1
19127,1
19168,0
19170,1
19173,1
19177,0
19178,1
19181,1
19183,0
19213,0
19214,0
19222,1
19223,1
19224,1
19225,1
19226,1
19227,1
19238,1
19239,1
19240,1
19241,0
19294,0
19295,1
19296,0
19297,1
19298,1
19301,1
19302,1
19303,1
19304,1
19307,0
19388,0
19390,0
19399,0
19402,0
19403,0
19404,0
19410,0
19411,0
19412,0
19413,0
19442,0
19451,0
19452,0
19471,0
19472,0
19475,0
19476,0
19493,0
19497,0
19499,0
19506,0
19510,0
19522,0
19526,0
19527,0
19540,0
19544,0
19554,0
19559,0
19561,0
19582,0
19613,0
19614,0
19615,0
19620,0
19621,0
19624,0
19640,0
19649,0
19662,0
19677,0
19684,0
19693,0
19699,0
19704,0
19714,0
19721,0
19759,0
19760,0
19761,0
19778,0
19780,0
19791,0
19794,0
19802,0
19811,0
19817,0
19818,0
19828,0
19847,0
19861,0
19863,0
19870,0
19886,0
19890,0
19892,0
19893,0
19895,0
19898,0
19900,0
19917,0
19918,0
19919,0
19928,0
19942,0
19943,0
19959,0
19962,0
19963,0
19965,0
20002,0
20033,0
20036,0
20037,0
20039,0
20047,0
20059,0
20060,0
20061,0
20072,0
20096,0
20103,0
20108,0
20109,0
20110,0
20111,0
20112,0
20166,0
20168,0
20170,0
20183,0
20218,0
20219,0
20220,0
20221,0
20224,0
20247,0
20248,0
20249,0
20251,0
20291,0
20297,0
20298,0
20299,0
20314,0
20316,0
20320,0
20357,0
20358,0
20359,0
20385,0
20401,0
20402,0
20403,0
20404,0
20410,0
20439,0
20446,0
20447,0
20448,0
20476,0
20500,0
20501,0
20504,0
20505,0
20506,0
20548,0
20550,0
20551,0
21025,0
20566,0
20571,0
20572,0
20573,0
20574,0
20575,0
20598,0
20634,0
20635,0
20639,0
20647,0
20652,0
20654,0
20656,0
20657,0
20658,0
20659,0
20661,0
20663,0
20668,0
20675,0
20702,0
20703,0
20705,0
20709,0
20710,0
20734,0
20742,0
20743,0
20744,0
20763,0
20771,0
20776,0
20785,0
20786,0
20814,0
20819,0
20825,0
20843,0
20844,0
20865,0
20871,0
20872,0
20873,0
20875,0
20892,0
20897,0
20933,0
20934,0
20937,0
21026,0
21031,1
21032,1
21039,1
21047,1
21049,0
21053,0
21064,1
21065,1
21069,1
21079,0
21086,1
21088,0
21090,0
21094,1
21099,0
21102,1
21124,1
21133,1
21145,0
21157,1
21173,1
21176,1
21179,1
21182,1
21198,1
21199,1
21206,1
21210,1
21211,0
21220,1
21227,1
21229,1
21244,1
21256,1
21259,1
21260,0
21274,1
21277,1
21293,1
21316,0
21319,1
21335,0
21345,1
21352,1
21354,1
21356,1
21359,1
21385,1
21386,1
21413,0
21434,0
21437,0
21441,1
21447,1
21449,1
21457,0
21465,1
21479,1
22033,0
21498,0
21499,1
21509,1
21532,1
21533,1
21539,1
21553,1
21554,1
21557,1
21679,0
21587,0
21592,0
21601,1
21602,0
21604,1
21612,1
21613,1
21656,1
21667,1
21668,0
21688,1
21717,0
21718,1
21719,1
21721,0
21722,1
21723,1
21735,1
21739,0
21744,0
21769,0
21775,0
21800,0
21807,1
21809,1
21810,1
21812,0
21824,1
21832,1
21833,1
21867,0
21890,1
21891,1
21892,0
21893,1
21894,1
21898,1
21926,1
21927,1
21931,1
21946,1
21983,1
21984,1
21991,1
21994,1
21995,1
21996,1
22013,1
22015,0
22020,0
22055,1
22108,1
22109,0
22110,1
22111,1
22112,1
22113,1
22114,1
22136,1
22307,0
22141,1
22146,1
22147,1
22149,1
22150,1
22153,1
22178,0
22190,1
22195,1
22197,1
22220,1
22230,1
22258,1
22262,0
22263,1
22264,0
22265,0
22274,1
22292,1
22296,0
22340,1
22344,1
22346,0
22349,0
22350,1
22358,0
22366,0
22385,1
22387,0
22389,1
22409,1
22414,1
22433,1
22439,1
22441,1
22445,1
22446,1
22462,1
22463,1
22464,1
22487,1
22492,0
22493,1
22494,0
22496,1
22497,0
22499,1
22500,1
22504,0
22505,1
22582,0
22585,1
22586,0
22589,0
22592,1
22593,1
22594,1
22595,0
22597,1
22599,1
22717,0
22720,0
22721,0
22722,0
22723,0
22724,0
22725,0
22748,0
22754,0
22755,0
22782,0
22813,0
22814,0
22815,0
22820,0
22821,0
22824,0
22838,0
22839,0
22840,0
22852,0
22863,0
22864,0
22865,0
22869,0
22873,0
22874,0
22932,0
22933,0
22935,0
22946,0
22953,0
22956,0
22964,0
22968,0
22973,0
22983,0
23005,0
23006,0
23014,0
23044,0
23055,0
23060,0
23061,0
23062,0
23082,0
23083,0
23123,0
23124,0
23125,0
23132,0
23171,0
23172,0
23173,0
23174,0
23175,0
23185,0
23186,0
23187,0
23188,0
23230,0
23231,0
23254,0
23255,0
23256,0
23257,0
23258,0
23259,0
23262,0
23358,0
23264,0
23289,0
23304,0
23305,0
23306,0
23307,0
23328,0
23329,0
23330,0
23343,0
23359,0
23380,0
23381,0
23383,0
23385,0
23412,0
23424,0
23428,0
23440,0
23741,0
23453,0
23458,0
23465,0
23466,0
23469,0
23470,0
23471,0
23511,0
23522,0
23525,0
23537,0
23540,0
23582,0
23583,0
23585,0
23588,0
23609,0
23613,0
23620,0
23625,0
23654,0
23661,0
23667,0
23668,0
23669,0
23693,0
23699,0
23728,0
23729,0
23730,0
23743,0
23789,0
23790,0
23791,0
23792,0
23793,0
23794,0
23824,0
23825,0
23832,0
23838,0
23841,0
23842,0
23844,0
23846,0
23856,0
23906,0
23910,0
23911,0
23914,0
23919,0
23951,0
23958,0
23964,0
23967,0
23968,0
23969,0
23970,0
23976,0
23978,0
24013,0
24016,0
24017,0
24023,0
24024,0
24026,0
24027,0
24028,0
24029,0
24030,0
24035,0
24040,0
24041,0
24042,0
24046,0
24049,0
24056,0
24105,0
24106,0
24111,0
24125,0
24157,0
24158,0
24165,0
24171,0
24172,0
24178,0
24181,0
24182,0
24189,0
24214,0
24238,0
24240,0
24247,0
24248,0
24257,0
24258,0
24277,0
24280,0
24281,0
24402,0
24407,0
24408,1
24409,0
24410,1
24411,1
24413,1
24422,1
24434,1
24435,1
24451,1
24456,1
24457,1
24476,1
24478,0
24479,1
24490,1
24509,0
24511,1
24515,0
24529,1
24532,1
24536,1
24543,1
24545,1
24546,1
24548,1
24583,1
24584,1
24585,1
24615,0
24629,1
24634,1
24635,0
24636,1
24637,1
24639,1
24655,1
24665,1
24667,1
24688,1
24692,0
24698,1
24701,0
24703,1
24707,0
24708,1
24709,0
24712,1
24713,1
24720,1
24721,0
24724,0
24725,0
24732,1
24733,1
24734,1
24759,1
24765,1
24771,1
24804,0
24807,1
24808,1
24809,1
24810,0
24818,1
24820,1
24862,0
24863,0
24868,1
24898,1
24906,1
24917,1
24920,1
24921,1
24923,0
24953,1
24954,0
24955,1
25198,1
24976,0
24988,1
24989,1
24993,0
24994,1
25001,1
25031,1
25046,1
25047,1
25196,1
25105,1
25126,1
25127,0
25128,1
25129,1
25130,1
25133,1
25158,1
25178,0
25179,0
25199,0
25229,1
25233,1
25234,1
25235,1
25236,1
25242,1
25251,0
25256,1
25281,1
25288,0
25295,0
25313,1
25328,0
25329,0
25331,1
25333,1
25363,0
25364,1
25365,1
25377,1
25381,1
25383,1
25404,1
25416,1
25418,1
25419,0
25424,0
25425,1
25427,1
25467,0
25470,1
25472,1
25475,1
25495,0
25503,0
25514,1
25541,1
25543,1
25544,0
25554,1
25556,1
25581,0
25585,1
25587,1
25588,0
25589,1
25611,1
25612,1
25614,0
25667,1
25672,1
25694,0
25697,0
25698,1
25704,1
25708,0
25716,1
25727,1
25890,1
25728,0
25756,1
25757,1
25758,1
25759,1
25760,0
25762,1
25763,1
25764,1
25777,0
25808,0
25813,1
25820,1
25822,0
25823,1
25824,1
25825,1
25826,0
25827,1
25832,1
25902,0
25904,1
25906,0
25907,1
25908,0
25910,0
25911,1
25913,1
25918,1
25935,0
51,0
53,0
65,0
66,0
67,0
68,0
69,0
91,0
94,0
104,0
109,0
110,0
111,0
112,0
113,0
115,0
164,0
166,0
168,0
203,0
205,0
208,0
209,0
211,0
213,0
226,0
231,0
276,0
283,0
285,0
290,0
303,0
312,0
325,0
326,0
725,0
350,0
355,0
356,0
360,0
361,0
362,0
408,0
409,0
416,0
461,0
464,0
467,0
468,0
469,0
470,0
471,0
512,0
523,0
553,0
571,0
572,0
578,0
587,0
589,0
632,0
637,0
639,0
645,0
649,0
660,0
668,0
672,0
673,0
675,0
676,0
702,0
727,0
735,0
736,0
737,0
738,0
740,0
808,0
812,0
818,0
820,0
823,0
824,0
825,0
830,0
832,0
841,0
854,0
856,0
874,0
876,0
881,0
882,0
884,0
894,0
906,0
936,0
950,0
966,0
978,0
981,0
991,0
992,0
1007,0
1023,0
1028,0
1046,0
1066,0
1108,0
1109,0
1111,0
1112,0
1113,0
1114,0
1116,0
1145,0
1158,0
1173,0
1174,0
1175,0
1176,0
1180,0
1181,0
1184,0
1241,0
1246,0
1250,0
1266,0
1267,0
1268,0
1277,0
1297,0
1309,0
1324,0
1337,0
1363,0
1364,0
1365,0
1366,0
1367,0
1373,0
1404,0
1422,0
1429,0
1435,0
1459,0
1460,0
1461,0
1463,0
1465,0
1472,0
1494,0
1820,1
1849,0
1850,0
1851,0
1852,1
1854,1
1855,0
1867,1
1869,1
1910,1
1931,1
1932,1
1933,1
1934,1
1937,0
1941,1
1951,1
1979,1
1991,1
1993,1
1994,1
1995,1
1996,0
1997,1
1998,1
2033,0
2059,0
2075,1
2079,0
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2141,1
2164,1
2184,1
2185,1
2186,1
2189,0
2191,1
2210,0
2212,1
2213,1
2270,1
2298,1
2299,1
2300,1
2304,0
2305,1
2306,1
2321,0
2334,1
2353,1
2354,0
2355,1
2356,0
2366,1
2377,1
2383,0
2436,0
2437,1
2441,1
2445,0
2465,0
2466,1
2467,1
2468,1
2469,1
2470,0
2510,1
2528,1
2544,1
2545,1
2546,1
2547,0
2548,1
2587,1
2589,1
2594,1
2673,0
2674,0
2675,1
2676,1
2677,1
2678,0
2680,0
2712,1
2713,0
2718,0
2752,1
2753,0
2754,1
2755,0
2756,1
2758,1
2780,1
2802,1
2827,1
2833,1
2846,1
2847,1
2848,1
2857,1
2865,0
2867,1
2869,0
2917,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2964,1
2968,1
3010,1
3015,0
3019,1
3020,1
3021,0
3029,1
3030,0
3063,1
3069,1
3091,1
3092,1
3093,0
3094,1
3105,1
3106,1
3114,0
3115,1
3116,1
3152,1
3153,1
3155,0
3156,0
3161,0
3162,1
3163,1
3164,1
3166,1
3236,1
3238,1
3239,1
3241,1
3245,1
3246,0
3248,1
3249,1
3250,1
3371,0
3385,0
3391,0
3394,0
3395,0
3396,0
3400,0
3409,0
3414,0
3430,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3475,0
3477,0
3496,0
3501,0
3502,0
3503,0
3506,0
3537,0
3545,0
3550,0
3551,0
3582,0
3583,0
3584,0
3585,0
3586,0
3589,0
3606,0
3649,0
3650,0
3694,0
3696,0
3699,0
3700,0
3701,0
3702,0
3715,0
3728,0
3745,0
3766,0
3782,0
3783,0
3794,0
3796,0
3800,0
3829,0
3834,0
3836,0
3882,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3946,0
3949,0
3974,0
3990,0
3992,0
3993,0
3994,0
3995,0
3996,0
4030,0
4031,0
4068,0
4069,0
4070,0
4071,0
4072,0
4080,0
4082,0
4112,0
4114,0
4146,0
4154,0
4155,0
4156,0
4157,0
4165,0
4214,0
4215,0
4216,0
4254,0
4270,0
4275,0
4276,0
4288,0
4303,0
4304,0
4322,0
4325,0
4342,0
4365,0
4375,0
4381,0
4382,0
4383,0
4410,0
4412,0
4429,0
4439,0
4440,0
4452,0
4453,0
4454,0
4459,0
4474,0
4488,0
4495,0
4518,0
4521,0
4524,0
4526,0
4528,0
4532,0
4536,0
4575,0
4576,0
4613,0
4630,0
4633,0
4634,0
4635,0
4637,0
4638,0
4692,0
4695,0
4702,0
4707,0
4708,0
4712,0
4713,0
4714,0
4715,0
4769,0
4773,0
4806,0
4817,0
4818,0
4820,0
4821,0
4822,0
4828,0
4860,0
4866,0
4979,1
5006,1
5010,1
5011,0
5012,1
5015,1
5016,1
5019,0
5020,1
5066,1
5067,1
5071,1
5072,1
5075,1
5085,1
5090,1
5095,0
5099,1
5133,0
5149,0
5150,1
5154,1
5157,1
5158,1
5161,1
5180,1
5184,0
5223,0
5228,1
5232,1
5233,0
5245,0
5246,1
5249,1
5286,1
5293,1
5319,1
5325,1
5330,1
5331,0
5332,0
5337,1
5352,1
5356,0
5358,0
5393,0
5400,1
5402,1
5407,0
5408,1
5427,0
5451,1
5454,0
5457,0
5478,0
5482,0
5483,1
5484,1
5485,0
5497,0
5498,1
5532,1
5535,1
5587,0
5594,1
5595,1
5596,1
5597,1
5599,0
5606,0
5620,1
5621,1
5660,0
5670,1
5671,1
5677,0
5678,1
5679,1
5680,1
5724,1
5737,1
5752,1
5785,1
5786,1
5787,0
5791,1
5792,1
5793,1
5811,1
5814,1
5863,1
5875,1
5876,0
5877,1
5878,1
5879,1
5880,1
5915,0
5916,0
5988,1
5996,1
5997,1
6003,0
6004,1
6006,0
6009,1
6011,1
6016,0
6041,0
6042,0
6043,1
6062,1
6064,0
6067,1
6073,1
6081,0
6092,0
6143,1
6145,0
6146,1
6147,1
6156,1
6157,0
6158,1
6198,0
6206,0
6229,1
6254,1
6255,1
6256,1
6257,1
6263,1
6264,1
6286,1
6292,1
6315,1
6320,1
6326,0
6327,1
6329,0
6330,1
6332,0
6333,0
6346,1
6440,1
6458,0
6459,1
6460,1
6461,1
6462,1
6467,1
6469,1
6470,1
6684,0
6716,0
6717,0
6718,0
6719,0
6720,0
6724,0
6731,0
6733,0
6758,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,0
6818,0
6827,0
6851,0
6869,0
6870,0
6871,0
6876,0
6877,0
6879,0
6907,0
6933,0
6946,0
6981,0
6982,0
6983,0
6984,0
6989,0
7015,0
7017,0
7024,0
7028,0
7032,0
7034,0
7036,0
7037,0
7038,0
7040,0
7041,0
7050,0
7071,0
7083,0
7088,0
7092,0
7098,0
7099,0
7101,0
7155,0
7156,0
7165,0
7182,0
7183,0
7184,0
7185,0
7186,0
7248,0
7249,0
7250,0
7256,0
7258,0
7282,0
7287,0
7288,0
7289,0
7292,0
7305,0
7316,0
7337,0
7341,0
7345,0
7353,0
7359,0
7360,0
7397,0
7398,0
7399,0
7443,0
7447,0
7462,0
7465,0
7466,0
7470,0
7472,0
7507,0
7508,0
7535,0
7545,0
7546,0
7547,0
7548,0
7566,0
7581,0
7594,0
7595,0
7651,0
7686,0
7689,0
7690,0
7691,0
7692,0
7697,0
7711,0
7726,0
7763,0
7764,0
7765,0
7766,0
7767,0
7768,0
7769,0
7796,0
7803,0
7825,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7894,0
7898,0
7917,0
7923,0
7925,0
7928,0
7939,0
7941,0
7948,0
7952,0
7953,0
7988,0
8014,0
8018,0
8019,0
8021,0
8022,0
8027,0
8044,0
8048,0
8066,0
8067,0
8073,0
8076,0
8077,0
8079,0
8089,0
8099,0
8102,0
8247,0
8248,1
8249,1
8251,1
8253,1
8254,1
8255,0
8292,0
8293,1
8318,0
8330,0
8345,1
8359,0
8360,0
8361,1
8362,0
8367,0
8369,0
8398,1
8401,1
8407,1
8408,1
8411,1
8413,1
8414,1
8437,0
8440,1
8488,0
8490,1
8503,1
8504,1
8505,1
8506,1
8507,0
8545,0
8654,1
8589,0
8591,0
8595,0
8596,1
8603,1
8608,0
8609,1
8632,1
8644,1
8658,1
8676,1
8677,0
8678,1
8679,0
8685,1
8691,0
8707,0
8713,1
8740,1
8748,0
8749,1
8750,1
8751,1
8759,1
8760,1
8800,1
8813,0
8842,0
8862,1
8863,0
8869,1
8870,0
8875,1
8879,1
8887,1
8893,0
8936,1
8967,1
8968,0
8969,1
8970,1
8971,1
8973,1
8974,0
8975,1
9010,1
9050,0
9052,1
9053,1
9054,0
9055,0
9056,1
9089,1
9092,0
9103,1
9142,0
9144,1
9145,1
9147,1
9148,1
9149,1
9168,1
9173,1
9193,1
9196,1
9197,1
9201,1
9207,0
9228,1
9230,0
9246,0
9250,0
9279,0
9293,0
9295,0
9296,1
9297,1
9298,1
9299,0
9339,1
9349,0
9369,1
9373,1
9374,1
9376,1
9382,1
9397,1
9401,1
9432,1
9433,1
9446,1
9447,1
9450,1
9467,0
9468,1
9469,1
9471,1
9472,1
9477,0
9534,1
9539,1
9547,1
9548,0
9549,1
9555,1
9557,1
9558,1
9561,0
9650,1
9659,0
9660,1
9661,1
9662,1
9663,0
9664,0
9665,1
9668,0
9860,0
9862,0
9881,0
9885,0
9886,0
9888,0
9889,0
9891,0
9894,0
9920,0
9927,0
9940,0
9942,0
9943,0
9944,0
9945,0
9962,0
9963,0
9982,0
9992,0
9993,0
9994,0
9997,0
10000,0
10001,0
10048,0
10049,0
10057,0
10065,0
10067,0
10068,0
10069,0
10070,0
10071,0
10128,0
10129,0
10138,0
10150,0
10157,0
10158,0
10170,0
10171,0
10172,0
10202,0
10206,0
10232,0
10247,0
10251,0
10252,0
10272,0
10276,0
10277,0
10285,0
10296,0
10354,0
10378,0
10382,0
10405,0
10406,0
10407,0
10408,0
10427,0
10430,0
10450,0
10490,0
10491,0
10492,0
10493,0
10494,0
10497,0
10524,0
10539,0
10543,0
10564,0
10576,0
10577,0
10578,0
10579,0
10580,0
10599,0
10601,0
10625,0
10631,0
10632,0
10633,0
10634,0
10635,0
10636,0
10703,0
10711,0
10744,0
10745,0
10761,0
10763,0
10764,0
10765,0
10784,0
10796,0
10826,0
10833,0
10839,0
10840,0
10847,0
10872,0
10874,0
10875,0
10881,0
10882,0
10928,0
10944,0
10961,0
10962,0
10963,0
10964,0
10976,0
10988,0
11276,0
11007,0
11031,0
11051,0
11052,0
11055,0
11058,0
11061,0
11081,0
11082,0
11101,0
11125,0
11128,0
11134,0
11137,0
11141,0
11143,0
11156,0
11160,0
11186,0
11193,0
11194,0
11195,0
11200,0
11201,0
11202,0
11241,0
11259,0
11279,0
11293,0
11307,0
11308,0
11309,0
11313,0
11321,0
11323,0
11326,0
11533,0
11536,1
11538,0
11540,1
11541,1
11542,1
11543,0
11596,1
11598,1
11610,0
11615,1
11632,1
11633,1
11641,1
11645,0
11647,1
11651,1
11658,0
11694,1
11699,1
11700,0
11702,0
11720,1
11725,1
11726,0
11752,1
11755,1
11765,1
11778,1
11786,0
11792,0
11804,1
11806,1
11807,1
11829,0
11830,1
11848,0
11868,1
11869,0
11872,0
11874,1
11884,0
11885,1
11908,1
11913,1
11937,0
11941,1
11948,1
11952,0
11965,1
11966,1
11967,0
12008,0
12020,1
12045,1
12047,0
12049,1
12050,0
12051,1
12052,1
12066,1
12091,1
12104,1
12111,0
12120,1
12121,1
12147,1
12148,1
12150,1
12151,1
12154,1
12158,0
12187,1
12191,0
12196,0
12197,1
12198,0
12199,1
12213,1
12224,0
12245,1
12294,1
12318,1
12320,1
12326,0
12330,1
12333,1
12335,1
12355,1
12361,1
12379,1
12381,0
12383,0
12385,1
12387,0
12390,1
12399,1
12447,1
12449,1
12481,1
12482,1
12485,0
12498,1
12499,1
12500,0
12507,0
12519,1
12521,1
12536,1
12537,1
12539,1
12542,1
12547,1
12557,0
12564,1
12565,1
12569,0
12582,1
12583,1
12584,1
12585,1
12587,1
12594,1
12595,1
12604,1
12623,0
12640,1
12644,1
12645,1
12647,1
12649,1
12650,1
12652,1
12690,1
12715,1
12737,0
12738,1
12739,1
12740,0
12741,1
12742,0
12753,1
12769,1
12770,1
12883,1
12887,1
12892,0
12895,1
12896,1
12897,1
12898,1
12901,0
12904,1
13193,0
13196,0
13197,0
13198,0
13202,0
13225,0
13236,0
13237,0
13268,0
13282,0
13295,0
13313,0
13314,0
13315,0
13316,0
13322,0
13342,0
13359,0
13373,0
13379,0
13380,0
13394,0
13408,0
13409,0
13410,0
13437,0
13439,0
13454,0
13468,0
13469,0
13471,0
13478,0
13501,0
13505,0
13508,0
13540,0
13546,0
13547,0
13548,0
13550,0
13552,0
13553,0
13554,0
13557,0
13558,0
13571,0
13612,0
13613,0
13614,0
13615,0
13619,0
13625,0
13639,0
13648,0
13669,0
13685,0
13686,0
13690,0
13692,0
13694,0
13730,0
13731,0
13732,0
13757,0
13775,0
13776,0
13777,0
13778,0
13793,0
13795,0
13824,0
13826,0
13848,0
13868,0
13869,0
13870,0
13872,0
13886,0
13906,0
13907,0
13925,0
13953,0
13963,0
13965,0
13966,0
13967,0
13974,0
13975,0
14016,0
14017,0
14047,0
14081,0
14083,0
14084,0
14087,0
14088,0
14106,0
14107,0
14114,0
14153,0
14154,0
14155,0
14156,0
14157,0
14158,0
14161,0
14198,0
