,Rage
22126,1
22127,1
22128,1
22154,1
22155,0
22183,1
22184,0
22205,1
22206,0
22207,0
22208,1
22210,1
22214,0
22229,1
22249,1
22266,1
22268,1
22269,1
22271,1
22272,0
22281,0
22294,1
22295,1
22304,0
22309,0
22318,1
22326,0
22327,1
22328,1
22330,1
22331,1
22333,0
22337,1
22360,1
22368,1
22392,0
22394,1
22395,1
22396,0
22397,0
22400,0
22404,1
22407,1
22416,0
22440,1
22450,1
22452,1
22454,1
22472,1
22473,1
22474,0
22477,1
22481,1
22489,1
22491,1
22523,0
22525,1
22526,0
22529,1
22533,1
22541,1
22562,1
22563,0
22571,1
22578,0
22614,1
22619,1
22620,1
22621,1
22622,1
22624,1
22625,1
22638,1
22644,0
22645,1
22646,0
22647,1
22648,0
22649,1
22650,0
22651,1
22652,1
22867,0
22877,0
22916,0
22917,0
22918,0
22919,0
22926,0
22929,0
22936,0
22937,0
22993,0
22996,0
23023,0
23024,0
23025,0
23026,0
23027,0
23028,0
23029,0
23030,0
23056,0
23067,0
23071,0
23092,0
23106,0
23116,0
23120,0
23121,0
23122,0
23126,0
23177,0
23178,0
23181,0
23182,0
23192,0
23193,0
23194,0
23195,0
23196,0
23197,0
23225,0
23242,0
23246,0
23247,0
23248,0
23249,0
23250,0
23251,0
23260,0
23261,0
23298,0
23299,0
23320,0
23321,0
23322,0
23323,0
23324,0
23345,0
23355,0
23356,0
23368,0
23387,0
23430,0
23431,0
23432,0
23433,0
23434,0
23435,0
23436,0
23437,0
23490,0
23494,0
23513,0
23514,0
23515,0
23519,0
23520,0
23521,0
23526,0
23527,0
23552,0
23562,0
23567,0
23607,0
23611,0
23618,0
23619,0
23621,0
23622,0
23623,0
23633,0
23637,0
23638,0
23639,0
23640,0
23641,0
23642,0
23643,0
23645,0
23647,0
23688,0
23689,0
23705,0
23706,0
23709,0
23716,0
23717,0
23718,0
23737,0
23738,0
23755,0
23756,0
23798,0
23799,0
23800,0
23801,0
23802,0
23803,0
23804,0
23819,0
23870,0
23875,0
23893,0
23896,0
23897,0
23898,0
23899,0
23900,0
23902,0
23905,0
23963,0
23966,0
23987,0
23988,0
23989,0
23990,0
23991,0
23992,0
24008,0
24009,0
24034,0
24050,0
24071,0
24087,0
24088,0
24090,0
24091,0
24093,0
24096,0
24098,0
24160,0
24163,0
24173,0
24195,0
24198,0
24199,0
24201,0
24204,0
24208,0
24524,0
24256,0
24261,0
24262,0
24263,0
24265,0
24266,0
24269,0
24272,0
24273,0
24274,0
24383,0
24384,0
24385,0
24386,0
24387,0
24388,0
24389,0
24390,0
24391,0
24392,0
24415,0
24416,0
24417,0
24423,0
24425,0
24427,0
24430,0
24433,0
24437,0
24438,0
24465,0
24467,1
24489,1
24491,1
24492,0
24493,1
24496,1
24498,0
24503,1
24512,1
24541,1
24572,1
24574,1
24575,1
24576,0
24578,0
24579,1
24580,1
24582,1
24597,0
24621,1
24622,1
24626,0
24671,1
24672,1
24675,1
24676,1
24677,1
24678,1
24679,1
24682,1
24694,1
24695,1
24696,0
24697,0
24699,1
24700,0
24704,1
24705,0
24706,1
24723,1
24726,1
24773,1
24782,1
24783,0
24784,1
24785,1
24786,0
24787,1
24788,0
24796,0
24806,1
24825,1
24826,1
24827,1
24875,0
24876,1
24882,1
24883,0
24884,1
24897,1
24924,1
24933,1
24956,1
24957,0
24958,1
24960,1
24962,1
24963,1
24969,0
24985,1
24991,1
25039,1
25040,0
25041,1
25042,1
25043,1
25044,1
25061,1
25062,1
25104,0
25150,1
25152,0
25164,1
25180,1
25181,1
25183,1
25186,1
25187,1
25188,0
25206,1
25214,1
25225,0
25244,1
25247,1
25248,1
25249,1
25254,0
25257,1
25259,1
25316,1
25317,0
25339,1
25356,1
25357,0
25358,1
25359,1
25360,1
25361,1
25362,1
25408,0
25410,1
25428,1
25429,1
25430,1
25432,1
25435,0
25439,0
25443,1
25456,0
25478,1
25479,1
25481,1
25482,0
25516,0
25518,1
25530,0
25532,1
25535,1
25545,1
25572,1
25583,0
25586,1
25594,0
25599,0
25606,0
25607,1
25608,1
25609,1
25620,1
25628,1
25634,1
25635,0
25636,0
25638,1
25649,1
25652,1
25653,0
25654,0
25661,1
25683,0
25702,1
25703,1
25710,1
25711,1
25715,1
25717,0
25724,1
25725,1
25726,1
25753,1
25767,0
25770,0
25789,1
25793,0
25795,0
25797,0
25799,1
25801,1
25805,0
25833,0
25840,0
25847,1
25854,1
25862,1
25863,0
25864,1
25865,1
25866,0
25868,1
25928,0
25929,1
25930,0
25932,0
25938,0
25957,0
25958,1
25959,0
25960,0
25961,0
172,0
179,0
187,0
189,0
197,0
219,0
223,0
232,0
262,0
265,0
273,0
281,0
335,0
336,0
337,0
338,0
348,0
375,0
376,0
379,0
412,0
413,0
415,0
417,0
480,0
481,0
496,0
515,0
517,0
519,0
520,0
522,0
554,0
558,0
559,0
560,0
596,0
607,0
616,0
617,0
650,0
651,0
652,0
653,0
694,0
695,0
696,0
698,0
732,0
756,0
757,0
758,0
792,0
796,0
797,0
798,0
827,0
828,0
831,0
833,0
834,0
850,0
855,0
868,0
913,0
916,0
918,0
920,0
922,0
951,0
953,0
955,0
967,0
968,0
982,0
995,0
1027,0
1030,0
1031,0
1033,0
1065,0
1091,0
1093,0
1094,0
1123,0
1124,0
1125,0
1126,0
1185,0
1190,0
1191,0
1192,0
1233,0
1234,0
1235,0
1236,0
1245,0
1286,0
1287,0
1288,0
1292,0
1313,0
1315,0
1316,0
1361,0
1379,0
1380,0
1381,0
1391,0
1407,0
1410,0
1420,0
1430,0
1431,0
1432,0
1433,0
1434,0
1480,0
1489,0
1496,0
1507,0
1511,0
1513,0
1515,0
1559,0
1562,0
1563,0
1575,0
1588,0
1591,0
1596,0
1597,0
1599,0
1603,0
1604,0
1606,0
1685,1
1691,1
1692,1
1693,0
1694,1
1728,1
1742,1
1744,0
1767,1
1769,0
1770,1
1771,1
1790,1
1792,1
1793,1
1796,1
1819,1
1842,1
1843,1
1856,1
1878,1
1885,1
1890,0
1891,1
1900,0
1901,0
1903,0
1904,1
1905,1
1906,0
1907,0
1908,0
1939,1
1944,0
1945,1
1948,1
1963,1
1966,1
1968,1
1985,1
1990,1
2018,0
2020,1
2023,1
2042,1
2044,1
2045,1
2052,1
2073,1
2101,1
2104,1
2105,0
2106,0
2127,0
2129,0
2130,1
2160,1
2165,1
2167,1
2168,1
2169,0
2216,1
2219,0
2220,1
2272,1
2289,0
2293,1
2309,1
2318,1
2320,1
2323,1
2324,1
2348,0
2386,1
2390,1
2395,1
2420,1
2423,0
2424,1
2433,1
2442,1
2483,1
2484,0
2489,1
2505,1
2506,0
2507,1
2509,0
2526,1
2540,1
2542,1
2543,1
2554,1
2581,1
2590,0
2596,1
2628,0
2634,0
2635,1
2667,0
2670,1
2704,1
2705,1
2707,0
2721,1
2730,1
2733,1
2734,1
2736,1
2774,0
2775,1
2795,1
2826,1
2836,1
2837,1
2838,1
2901,1
2902,1
2904,1
2908,1
2962,1
2973,1
2974,0
2976,1
2977,0
2978,1
2979,1
2981,1
3065,1
3071,1
3072,1
3075,0
3083,0
3084,1
3086,0
3087,1
3345,0
3350,0
3351,0
3352,0
3353,0
3359,0
3360,0
3366,0
3369,0
3372,0
3374,0
3384,0
3387,0
3403,0
3406,0
3411,0
3412,0
3413,0
3421,0
3423,0
3424,0
3425,0
3472,0
3476,0
3479,0
3480,0
3481,0
3514,0
3516,0
3534,0
3541,0
3546,0
3548,0
3558,0
3573,0
3971,0
3577,0
3578,0
3611,0
3613,0
3624,0
3626,0
3628,0
3629,0
3630,0
3674,0
3676,0
3678,0
3680,0
3731,0
3747,0
3751,0
3753,0
3758,0
3761,0
3787,0
3788,0
3789,0
3790,0
3811,0
3817,0
3818,0
3820,0
3926,0
3927,0
3928,0
3931,0
3954,0
3957,0
3960,0
3966,0
3967,0
3976,0
4018,0
4019,0
4020,0
4021,0
4033,0
4040,0
4044,0
4048,0
4077,0
4078,0
4079,0
4097,0
4135,0
4137,0
4138,0
4141,0
4142,0
4144,0
4168,0
4170,0
4181,0
4193,0
4199,0
4209,0
4220,0
4223,0
4253,0
4272,0
4284,0
4285,0
4286,0
4307,0
4308,0
4309,0
4311,0
4343,0
4349,0
4371,0
4372,0
4401,0
4402,0
4403,0
4404,0
4409,0
4438,0
4449,0
4458,0
4460,0
4489,0
4490,0
4491,0
4492,0
4494,0
4517,0
4529,0
4530,0
4531,0
4537,0
4600,0
4601,0
4602,0
4604,0
4608,0
4609,0
4610,0
4614,0
4688,0
4691,0
4693,0
4694,0
4696,0
4703,0
4742,0
4743,0
4746,0
4747,0
4762,0
4763,0
4766,0
4771,0
4807,1
4833,1
4836,1
4840,0
5036,1
5037,1
5038,1
5049,1
5052,0
5065,0
5073,0
5080,1
5082,1
5087,1
5111,0
5112,1
5113,1
5115,0
5131,0
5138,0
5141,1
5142,1
5143,1
5189,1
5190,0
5191,1
5192,1
5210,1
5211,1
5214,1
5215,1
5216,1
5218,1
5220,0
5222,1
5388,1
5224,1
5256,0
5257,0
5258,0
5259,1
5290,1
5294,1
5295,1
5296,0
5322,1
5326,1
5327,1
5329,1
5336,0
5375,1
5376,1
5377,1
5378,1
5392,1
5404,1
5405,1
5406,1
5428,1
5463,0
5464,0
5465,0
5466,0
5479,1
5511,1
5513,1
5515,0
5540,1
5541,1
5544,0
5547,0
5550,1
5567,0
5575,1
5581,0
5583,0
5619,1
5622,1
5623,1
5624,1
5636,1
5662,0
5674,1
5676,0
5683,0
5685,1
5707,1
5709,1
5711,1
5721,0
5749,1
5761,1
5778,1
5790,1
5815,1
5816,1
5817,1
5818,1
5947,1
5866,0
5886,1
5887,0
5888,1
5895,1
5913,1
5919,0
5921,0
5925,1
5961,1
5989,1
5990,0
5992,1
6000,1
6013,1
6014,1
6018,0
6026,0
6038,1
6058,0
6059,1
6060,0
6061,1
6098,0
6099,0
6100,0
6101,1
6117,0
6118,1
6119,1
6124,1
6125,1
6126,1
6127,1
6134,1
6139,1
6183,0
6185,1
6186,1
6189,1
6190,1
6191,0
6192,0
6193,1
6194,0
6352,0
6359,1
6361,1
6362,0
6363,1
6370,0
6371,1
6374,1
6378,0
6580,0
6588,0
6589,0
6590,0
6601,0
6609,0
6612,0
6615,0
6617,0
6624,0
6645,0
6646,0
6647,0
6648,0
6660,0
6661,0
6666,0
6670,0
6685,0
6691,0
6692,0
6695,0
6696,0
6736,0
6737,0
6738,0
6739,0
6756,0
6791,0
6792,0
6795,0
6821,0
6822,0
6824,0
6829,0
6832,0
6854,0
6856,0
6861,0
6868,0
6875,0
6878,0
6908,0
6909,0
6910,0
6941,0
6956,0
6965,0
6978,0
7008,0
7011,0
7012,0
7016,0
7025,0
7093,0
7094,0
7095,0
7096,0
7097,0
7143,0
7145,0
7157,0
7158,0
7164,0
7189,0
7190,0
7216,0
7217,0
7219,0
7220,0
7222,0
7239,0
7259,0
7260,0
7267,0
7279,0
7280,0
7326,0
7327,0
7329,0
7330,0
7335,0
7365,0
7366,0
7367,0
7385,0
7386,0
7388,0
7390,0
7392,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,0
7435,0
7436,0
7448,0
7450,0
7453,0
7460,0
7461,0
7505,0
7506,0
7520,0
7522,0
7532,0
7567,0
7568,0
7569,0
7571,0
7608,0
7609,0
7610,0
7615,0
7657,0
7658,0
7708,0
7728,0
7730,0
7731,0
7735,0
7820,0
7821,0
7753,0
7771,0
7772,0
7773,0
7774,0
7797,0
7798,0
7799,0
7800,0
7822,0
7853,0
7854,0
7855,0
7857,0
7899,0
7900,0
7902,0
7905,0
7914,0
7920,0
7922,0
7935,0
7950,0
7954,0
7957,0
8061,0
8063,0
7990,1
8023,0
8024,1
8025,0
8026,1
8038,1
8040,1
8043,1
8052,1
8090,1
8092,1
8094,1
8097,0
8118,1
8312,1
8314,1
8315,0
8316,0
8320,1
8349,1
8350,1
8351,1
8352,1
8364,1
8368,0
8370,0
8371,1
8399,1
8417,0
8418,0
8419,1
8432,0
8433,1
8434,1
8435,1
8458,1
8487,0
8499,1
8500,1
8501,1
8502,1
8555,1
8556,1
8557,1
8558,0
8568,1
8569,1
8570,1
8571,0
8572,0
8630,1
8640,1
8641,1
8642,1
8659,1
8682,1
8683,1
8684,1
8693,1
8694,0
8695,0
8714,1
8716,1
8741,1
8773,1
8776,1
8777,1
8778,1
8801,1
8804,1
8805,0
8806,1
8837,0
8871,1
8872,0
8873,1
8874,1
8894,1
8896,1
8897,1
8904,1
8934,1
8961,1
8962,1
8963,0
8976,1
8989,1
8990,1
8991,1
8994,0
9012,1
9016,1
9019,0
9020,0
9023,1
9082,0
9085,0
9086,1
9087,1
9129,1
9130,1
9131,0
9132,1
9133,0
9159,0
9162,0
9163,1
9176,1
9194,1
9231,1
9233,1
9235,1
9236,1
9242,1
9251,0
9265,1
9267,1
9281,1
9308,1
9309,0
9319,0
9320,0
9344,1
9350,1
9351,1
9352,1
9370,1
9384,1
9385,1
9396,1
9398,0
9419,0
9423,1
9424,1
9426,1
9488,1
9509,1
9512,1
9513,0
9514,1
9515,0
9519,1
9521,1
9522,1
9682,1
9683,0
9685,1
9687,1
9691,1
9692,1
9694,1
9707,1
9709,1
9861,0
9867,0
9868,0
9869,0
9883,0
9899,0
9904,0
9905,0
9908,0
9921,0
9936,0
9938,0
9947,0
9967,0
9969,0
9970,0
9976,0
9978,0
9983,0
9988,0
9996,0
10005,0
10006,0
10036,0
10037,0
10042,0
10045,0
10056,0
10058,0
10059,0
10060,0
10061,0
10111,0
10112,0
10113,0
10114,0
10176,0
10178,0
10179,0
10184,0
10185,0
10190,0
10208,0
10219,0
10225,0
10233,0
10257,0
10258,0
10259,0
10260,0
10281,0
10282,0
10283,0
10293,0
10396,0
10397,0
10398,0
10399,0
10400,0
10422,0
10423,0
10424,0
10425,0
10449,0
10495,0
10496,0
10498,0
10531,0
10532,0
10533,0
10534,0
10536,0
10550,0
10555,0
10558,0
10559,0
10560,0
10610,0
10611,0
10613,0
10619,0
10622,0
10655,0
10666,0
10669,0
10670,0
10699,0
10700,0
10702,0
10704,0
10742,0
10771,0
10776,0
10791,0
10795,0
10802,0
10803,0
10804,0
10805,0
10837,0
10844,0
10848,0
10849,0
10850,0
10907,0
10908,0
10909,0
10917,0
10950,0
10951,0
10952,0
10953,0
10954,0
10995,0
10996,0
10999,0
11181,0
11012,0
11046,0
11048,0
11049,0
11053,0
11075,0
11076,0
11077,0
11079,0
11098,0
11132,0
11136,0
11138,0
11145,0
11147,0
11149,0
11150,0
11152,0
11187,0
11223,0
11229,0
11234,0
11235,0
11245,0
11246,0
11247,0
11248,0
11278,0
11282,0
11291,0
11302,0
11312,0
11322,0
11333,0
11335,0
11353,0
11532,1
11544,0
11554,1
11557,1
11572,1
11574,0
11576,1
11580,1
11581,1
11611,1
11613,0
11618,1
11620,0
11631,1
11672,1
11673,1
11674,1
11675,1
11695,0
11722,1
11724,1
11748,1
11750,1
11751,0
11753,1
11759,1
12274,1
11763,1
11775,1
11788,1
11789,0
11790,1
11834,1
11835,0
11836,1
11837,0
11850,1
11870,0
11876,1
11878,1
11880,0
11900,1
11901,1
11906,0
11907,1
11935,1
11944,0
11947,1
11964,1
11969,1
12015,1
12016,0
12018,1
12021,1
12044,1
12054,1
12058,0
12059,1
12078,1
12080,1
12083,0
12084,0
12085,1
12110,1
12128,1
12129,1
12130,0
12152,1
12156,0
12157,1
12159,1
12160,1
12185,0
12212,0
12218,1
12223,1
12230,1
12232,1
12238,1
12239,1
12246,0
12291,1
12316,0
12327,0
12331,1
12334,1
12353,0
12354,1
12359,1
12367,1
12377,0
12405,1
12412,1
12413,1
12421,0
12425,1
12426,0
12432,0
12451,1
12544,1
12555,1
12561,1
12562,1
12566,1
12568,1
12575,1
12576,1
12578,1
12588,0
12589,1
12601,0
12602,1
12611,1
12612,1
12613,1
12614,0
12615,1
12638,1
12643,1
12659,1
12675,1
12678,1
12696,0
12697,0
12710,1
12713,0
12732,0
12762,1
12763,0
12764,1
12765,1
12805,1
12806,1
12807,1
12810,1
12841,0
12853,0
12857,1
12858,1
12859,1
12860,1
12861,0
12862,1
12863,1
12917,0
12933,1
12934,1
12935,1
12936,1
12937,1
12938,1
12939,1
12947,0
13078,0
13082,0
13099,0
13100,0
13108,0
13109,0
13110,0
13112,0
13114,0
13130,0
13134,0
13135,0
13136,0
13137,0
13169,0
13175,0
13180,0
13181,0
13190,0
13205,0
13226,0
13230,0
13257,0
13258,0
13259,0
13260,0
13261,0
13285,0
13300,0
13319,0
13320,0
13321,0
13353,0
13356,0
13357,0
13358,0
13381,0
13382,0
13383,0
13386,0
13392,0
13431,0
13432,0
13441,0
13442,0
13455,0
13461,0
13463,0
13464,0
13465,0
13526,0
13529,0
13530,0
13531,0
13585,0
13586,0
13588,0
13589,0
13590,0
13642,0
13653,0
13654,0
13657,0
13671,0
13700,0
13709,0
13710,0
13712,0
13713,0
13722,0
13729,0
13735,0
13772,0
13790,0
13791,0
13792,0
13801,0
13810,0
13811,0
13813,0
13814,0
13844,0
13865,0
13866,0
13874,0
13895,0
13896,0
13897,0
13912,0
13922,0
13954,0
13982,0
13997,0
13999,0
14001,0
14003,0
14022,0
14029,0
14036,0
14044,0
14071,0
14072,0
14077,0
14078,0
14098,0
14099,0
14100,0
14101,0
14143,0
14152,0
14172,0
14177,0
14179,0
14193,0
14194,0
14196,0
14203,0
14217,0
14242,0
14259,0
14260,0
14266,0
14270,0
14271,0
14290,0
14291,0
14341,0
14361,0
14367,0
14377,0
14379,0
14384,0
14389,0
14392,0
14394,0
14418,0
14426,0
14441,0
14452,0
14455,0
14476,0
14479,0
14481,0
14485,0
14515,0
14518,0
14519,0
14520,0
14544,0
14562,0
14574,0
14576,0
14584,0
14598,1
14624,1
14625,0
14626,1
14627,1
14645,1
14648,1
14653,1
14654,1
14789,0
14809,0
14819,1
14828,0
14829,0
14836,1
14839,1
14840,1
14844,1
14869,0
14882,1
14895,1
14896,1
14897,1
14905,0
14912,0
14913,1
14914,0
14948,0
14953,1
14954,0
14955,1
14958,1
15014,1
15015,1
15017,1
15018,1
15054,0
15055,1
15056,0
15057,1
15058,1
15085,1
15086,0
15087,1
15088,0
15107,1
15115,1
15117,0
15119,1
15120,1
15164,1
15165,0
15166,0
15167,1
15191,1
15209,1
15210,1
15211,1
15213,0
15239,1
15245,1
15261,0
15267,1
15290,0
15297,1
15304,1
15311,0
15314,0
15357,1
15358,1
15359,1
15361,1
15373,0
15385,1
15392,1
15396,1
15417,1
15422,1
15438,0
15441,1
15453,1
15462,1
15508,0
15509,1
15510,1
15511,1
15512,1
15529,1
15530,1
15533,0
15560,1
15561,0
15563,0
15601,1
15610,1
15611,0
15612,1
15613,0
15614,1
15636,0
15647,0
15655,1
15659,0
15661,1
15690,0
15691,1
15692,1
15699,0
15723,1
15747,1
15749,1
15750,1
15752,1
15769,1
15774,1
15777,1
15778,1
15797,1
15812,1
15816,1
15817,0
15819,1
15834,0
15837,1
15845,1
15847,1
15884,1
15888,1
15889,0
15911,0
15917,1
15948,0
15950,0
15951,1
15955,0
16003,1
16004,0
16007,1
16011,1
16015,1
16017,0
16020,1
16023,1
16041,1
16121,1
16122,1
16129,1
16135,1
16136,1
16137,1
16138,1
16139,1
16140,1
16329,0
16333,0
16334,0
16335,0
16336,0
16345,0
16347,0
16349,0
16353,0
16355,0
16372,0
16377,0
16378,0
16379,0
16385,0
16387,0
16391,0
16399,0
16420,0
16421,0
16423,0
16428,0
16430,0
16452,0
16453,0
16454,0
16458,0
16466,0
16471,0
16472,0
16482,0
16483,0
16523,0
16532,0
16533,0
16534,0
16551,0
16570,0
16571,0
16572,0
16573,0
16601,0
16602,0
16603,0
16609,0
16637,0
16638,0
16675,0
16680,0
16681,0
16685,0
16686,0
16697,0
16923,0
16718,0
16729,0
16730,0
16738,0
16740,0
16765,0
16767,0
16768,0
16778,0
16877,0
16878,0
16879,0
16881,0
16888,0
16889,0
16890,0
16891,0
16892,0
16925,0
16944,0
16945,0
16959,0
16980,0
16981,0
16982,0
16991,0
17538,0
17017,0
17018,0
17022,0
17027,0
17039,0
17060,0
17061,0
17063,0
17065,0
17090,0
17094,0
17095,0
17096,0
17115,0
17158,0
17159,0
17160,0
17161,0
17200,0
17235,0
17236,0
17238,0
17242,0
17248,0
17251,0
17256,0
17528,0
17287,0
17289,0
17302,0
17304,0
17307,0
17341,0
17347,0
17348,0
17351,0
17362,0
17363,0
17368,0
17374,0
17418,0
17419,0
17420,0
17421,0
17426,0
17443,0
17449,0
17457,0
17468,0
17469,0
17500,0
17507,0
17508,0
17512,0
17552,0
17574,0
17580,0
17584,0
17591,0
17594,0
17596,0
17597,0
17599,0
17623,0
17648,0
17649,0
17650,0
17688,0
17689,0
17690,0
17691,0
17696,0
17709,1
17714,1
17716,1
17718,1
17732,1
17767,0
17769,1
17774,0
17775,1
17906,0
17910,1
17911,1
17912,1
17913,1
17939,1
17940,1
17941,1
17942,1
17967,0
17978,1
17979,1
17980,1
17990,1
17997,1
18005,0
18013,1
18189,1
18032,0
18042,1
18043,1
18044,1
18067,1
18081,1
18088,1
18090,1
18092,0
18104,1
18105,1
18106,1
18107,1
18108,0
18109,1
18111,1
18112,1
18113,1
18116,1
18128,1
18132,0
18133,1
18134,1
18155,1
18169,1
18171,1
18173,1
18197,1
18201,1
18212,1
18218,0
18231,1
18243,1
18245,1
18247,1
18249,1
18275,1
18292,1
18300,0
18311,0
18313,1
18325,1
18328,1
18329,1
18330,0
18364,0
18391,1
18393,1
18394,0
18396,0
18413,1
18415,1
18421,1
18424,0
18450,1
18451,0
18452,1
18453,0
18461,1
18506,0
18507,1
18508,1
18509,0
18523,1
18528,0
18529,0
18547,0
18580,1
18581,1
18582,0
18583,1
18596,0
18635,1
18648,1
18650,1
18678,0
18810,1
18812,1
18813,1
18814,1
18816,0
18725,1
18747,0
18748,1
18749,1
18777,1
18796,0
18797,1
18801,1
18802,1
18821,1
18828,1
18829,1
18833,1
18834,1
18881,1
18882,1
18883,1
18893,0
18904,1
18924,0
18925,1
18926,1
18964,1
18974,1
18975,0
18976,1
18977,0
19091,1
19092,1
19093,0
19095,1
19096,1
19097,1
19098,1
19100,0
19109,1
19137,1
19153,1
19155,0
19157,1
19158,0
19161,1
19163,1
19164,1
19166,0
19386,0
19391,0
19392,0
19393,0
19408,0
19415,0
19416,0
19420,0
19421,0
19441,0
19464,0
19465,0
19467,0
19469,0
19485,0
19487,0
19488,0
19494,0
19503,0
19524,0
19525,0
19529,0
19551,0
19556,0
19558,0
19560,0
19563,0
19584,0
19626,0
19630,0
19632,0
19633,0
19663,0
19668,0
19669,0
19670,0
19685,0
19686,0
19687,0
19688,0
19700,0
19750,0
19763,0
19764,0
19765,0
19772,0
19782,0
19796,0
19797,0
19833,0
19834,0
19835,0
19836,0
19837,0
19910,0
19915,0
19925,0
19926,0
19927,0
19985,0
19986,0
19988,0
19989,0
20000,0
20012,0
20025,0
20026,0
20028,0
20055,0
20056,0
20058,0
20066,0
20127,0
20129,0
20135,0
20136,0
20139,0
20150,0
20152,0
20156,0
20157,0
20181,0
20187,0
20191,0
20192,0
20196,0
20254,0
20255,0
20256,0
20257,0
20307,0
20308,0
20309,0
20310,0
20355,0
20366,0
20367,0
20368,0
20369,0
20387,0
20400,0
20405,0
20406,0
20409,0
20440,0
20441,0
20443,0
20444,0
20511,0
20513,0
20514,0
20515,0
20519,0
20544,0
20546,0
20547,0
20554,0
20564,0
20600,0
20603,0
20604,0
20607,0
20614,0
20629,0
20631,0
20860,0
20677,0
20687,0
20689,0
20693,0
20697,0
20727,0
20731,0
20732,0
20733,0
20768,0
20791,0
20793,0
20809,0
20813,0
20821,0
20839,0
20840,0
20841,0
20867,0
20894,0
20898,0
20899,0
20902,0
20909,0
20912,0
20935,0
20936,0
21081,1
21084,1
21085,0
21087,1
21091,1
21138,1
21139,1
21140,1
21144,1
21155,0
21169,1
21175,1
21177,1
21180,1
21183,0
21184,1
21189,1
21196,1
21219,0
21233,1
21234,1
21236,0
21237,0
21285,0
21286,1
21287,1
21288,0
21295,1
21297,1
21305,1
21307,1
21308,0
21309,1
21310,1
21313,0
21314,1
21336,1
21337,1
21338,1
21339,1
21340,0
21360,0
21371,0
21387,1
21388,1
21414,1
21432,0
21433,1
21435,1
21451,1
21480,0
21481,1
21482,1
21486,1
21496,0
21503,0
21507,1
21508,1
21540,1
21542,1
21543,1
21546,0
21558,0
21589,1
21617,1
21619,0
21621,1
21633,1
21660,0
21661,1
21662,0
21663,1
21686,1
21725,1
21727,1
21728,1
21731,1
21740,0
21741,0
21742,1
21743,0
21767,1
21789,0
21796,1
21808,0
21813,1
21817,1
21820,1
21823,1
21825,1
21865,0
21868,1
21874,0
21875,0
21876,0
21934,0
21935,1
21936,0
21944,1
21955,1
21958,1
21986,0
21987,1
22008,0
22009,1
22011,0
22012,1
22014,1
22053,1
22064,1
22066,0
22067,0
22068,1
22117,1
22118,1
22119,0
22124,1
22139,1
22160,0
22163,0
22171,1
22176,1
22179,1
22181,0
22185,1
22188,0
22223,1
22238,1
22239,1
22240,0
22241,1
22275,1
22278,1
22279,1
22280,1
22447,1
22448,1
22449,1
22453,0
22456,0
22466,0
22468,0
22471,1
22482,1
22539,1
22540,1
22542,0
22543,1
22546,1
22551,1
22552,1
22553,1
22554,1
22741,0
22742,0
22746,0
22747,0
22766,0
22767,0
22769,0
22771,0
22772,0
22783,0
22802,0
22803,0
22812,0
22823,0
22825,0
22828,0
22829,0
22831,0
22849,0
22858,0
22883,0
22900,0
22901,0
22905,0
22907,0
22908,0
22913,0
22944,0
22962,0
22978,0
22980,0
22988,0
23019,0
23020,0
23021,0
23022,0
23072,0
23073,0
23074,0
23075,0
23080,0
23108,0
23109,0
23110,0
23111,0
23133,0
23140,0
23159,0
23160,0
23161,0
23190,0
23191,0
23207,0
23216,0
23290,0
23309,0
23310,0
23311,0
23312,0
23337,0
23338,0
23340,0
23341,0
23364,0
23378,0
23382,0
23384,0
23386,0
23425,0
23441,0
23447,0
23449,0
23495,0
23498,0
23499,0
23500,0
23501,0
23509,0
23512,0
23524,0
23528,0
23544,0
23549,0
23551,0
23566,0
23587,0
23592,0
23593,0
23594,0
23595,0
23649,0
23674,0
23691,0
23692,0
23695,0
23713,0
23721,0
23722,0
23723,0
23746,0
23775,0
23776,0
23778,0
23787,0
23813,0
23814,0
23815,0
23817,0
23847,0
23859,0
23860,0
23879,0
23881,0
23886,0
23889,0
23890,0
23891,0
23920,0
23956,0
23957,0
23965,0
23975,0
23977,0
23980,0
23994,0
24001,0
24031,0
24079,0
24081,0
24082,0
24084,0
24102,0
24107,0
24109,0
24110,0
24128,0
24166,0
24167,0
24168,0
24169,0
24185,0
24186,0
24187,0
24188,0
24215,0
24231,0
24232,0
24233,0
24290,0
24291,0
24292,0
24293,0
24294,0
24455,1
24461,1
24462,0
24464,1
24469,1
24508,1
24510,1
24513,1
24517,0
24527,1
24556,1
24558,0
24559,0
24560,0
24577,1
24592,1
24593,0
24594,0
24606,0
24607,1
24608,1
24609,1
24610,1
24611,1
24612,0
24613,0
24614,1
24616,1
24630,0
24631,0
24632,1
24633,0
24669,1
24670,1
24673,1
24674,1
24716,0
24719,0
24722,1
24728,0
24735,1
24767,1
24772,1
24779,1
24791,1
24797,1
24811,1
24812,1
24813,1
24819,1
24877,1
24879,1
24880,1
24881,1
24890,1
24907,1
24918,1
24919,1
24922,1
24941,0
24942,1
24947,1
24948,1
24979,1
24982,1
24983,1
24986,1
24987,1
25053,1
25054,1
25058,1
25059,0
25110,0
25111,0
25131,1
25142,1
25163,0
25166,1
25168,1
25173,1
25184,1
25203,1
25237,1
25238,1
25239,1
25243,1
25268,1
25270,1
25271,0
25272,0
25292,1
